seed,fold,n_train,n_test,elapsed_sec,ridge_R2,ridge_MSE,ridge_status,v23_baseline_R2,v23_baseline_MSE,v23_baseline_status,v23_1_refined_R2,v23_1_refined_MSE,v23_1_refined_status,v23_1_recommended_R2,v23_1_recommended_MSE,v23_1_recommended_status,v23_recommended_branch,real_promotions,pair_shuffle_promotions,target_shuffle_promotions,transformation_coverage
42,1,150,150,7.972893714904785,0.7748155712312299,2.119397667211164,,0.7748155712312297,2.1193976672111656,,0.7665256986493125,2.19742054253899,,0.7743805742275437,2.123491785263185,,blend_refined,2,0,0,0.98
42,2,150,150,9.542583227157593,0.712433462353809,2.3658018237898077,,-368.87463276029195,3042.9482092054345,,-422.92105439630865,3487.58660114907,,0.7124334623538091,2.365801823789807,,blend_baseline,1,0,0,0.9533333333333334
