method,label,primitive_regime,include_sqrt,seed,n,noise,k_folds,R2_oof,MSE_oof,elapsed_sec,prediction_pass,terminal_span_pass,terminal_selected_span_corr,terminal_subexpr_span_corr,radical_in_discovery,radical_single_corr,radical_subexpr_span_corr,radical_product_pass,vieta_gate_pass,strict_A0_not_eligible,best_expression_or_abstraction,error
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,320,0.0,,0.9997835182320397,0.0001156619296426163,39.83988976478577,True,True,0.9998837772359865,0.9999875915246553,True,0.9936428743333543,0.9999993637710134,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,320,0.001,,0.99991887605815,4.334646890830511e-05,23.465716123580933,True,True,0.9999992596946017,0.999999259694599,True,0.9882029860247717,0.999998695468648,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,320,0.001,,0.9997869938955404,0.00011381427324269798,39.10587000846863,True,True,0.9998837772359864,0.9999875915246564,True,0.9936428743333543,0.999999363771017,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,320,0.01,,0.999725115258631,0.00014701385767334774,23.146660089492798,True,True,0.9913911933418095,0.9999774912650483,True,0.9882029860247717,0.9999021546607222,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,320,0.01,,0.9996107800781426,0.0002081625990245207,41.768239974975586,True,True,0.9999982497316079,0.9999983506320748,True,0.9936428743333543,0.9999998465584314,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,320,0.05,,0.99440714337035,0.00301594041158837,23.583157062530518,True,True,0.9999783844469109,0.9999784377837088,True,0.9882029860247717,0.9999065655974179,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,320,0.05,,0.9929664187083533,0.003792849246878797,34.396223068237305,True,True,0.9999994598888157,0.9999999821170485,True,1.0,0.9999999999501555,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,320,0.1,,0.9781519940325905,0.012014022663357396,22.067205905914307,True,True,0.9999943938742634,0.9999943963956893,True,0.9882029860247717,0.9999797308334487,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,320,0.1,,0.9467440874299343,0.029284949003078663,34.982869148254395,False,True,0.9999984125533391,0.9999993859218353,True,1.0,0.9999999999971155,True,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,320,0.2,,0.9102436198498526,0.052794495522373676,24.44613790512085,False,True,0.9999971447149288,0.9999971482443747,True,0.9882029860247717,0.9999988136229917,False,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,320,0.2,,0.8863422570545831,0.06685322192112768,40.4920608997345,False,True,0.9999997056010824,0.9999997912127412,True,1.0,0.9999999999979243,False,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,640,0.0,,0.9997998588257473,9.095895902302101e-05,24.99116325378418,True,True,0.9999990120844268,0.9999990126999996,True,0.9879005789296113,0.9999984619521152,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,640,0.0,,0.9998716478097575,5.8332732664230436e-05,33.559487104415894,True,True,0.9998715881524503,0.999999978667903,True,1.0,0.9999999999973789,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,640,0.001,,0.999858274251837,6.441730114772487e-05,24.54218602180481,True,True,0.9999990120844269,0.9999990126999994,True,0.9879005789296113,0.9999984619521155,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,640,0.001,,0.9998705253353822,5.884892879233039e-05,34.08494210243225,True,True,0.9998715881524503,0.999999978667903,True,1.0,0.9999999999973789,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,640,0.01,,0.9996082929673467,0.0001782392959589838,25.026177167892456,True,True,0.9999980939041335,0.9999980939041353,True,0.9879005789296113,0.9999984550784118,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,640,0.01,,0.9996636673404294,0.00015304217553564802,34.573848247528076,True,True,0.9999961912736732,0.9999999998832017,True,1.0,0.9999999999960457,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,640,0.05,,0.994414591132297,0.0025651893517552116,24.842700958251953,True,True,0.9999981465283057,0.9999981465283063,True,0.9879005789296113,0.9999984650368711,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,640,0.05,,0.9943706555581504,0.0025853674747240993,31.458094835281372,True,True,0.9999224375895955,0.9999964154067668,True,1.0,0.9999999999998587,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,640,0.1,,0.9774965948226791,0.010555487033223862,24.30664300918579,True,True,0.9997119346155913,0.9999990735111475,True,0.9879005789296113,0.9999985060520844,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,640,0.1,,0.9780866105545992,0.010278733210475403,37.372376918792725,True,True,0.9999983352722887,0.9999990737204071,True,1.0,0.9999999999945381,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,640,0.2,,0.9170784193834864,0.041764550132077215,25.809319019317627,False,True,0.9999921227511376,0.9999923348838224,True,0.9879005789296113,0.9999895744054131,False,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,640,0.2,,0.9168409732595462,0.041884143010954354,37.43854522705078,False,True,0.9999763932764646,0.9999967062027503,True,1.0,0.9999999999981111,False,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,50,0.0,,0.9858021197894625,0.006879021860874447,22.164840936660767,True,True,0.9998694560659966,0.9999999284835233,True,0.9917386526945612,0.9999999970163885,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,50,0.0,,0.9929470371866285,0.00341723445033074,31.87961220741272,True,True,0.9999999976725841,0.9999999998814065,True,1.0,0.9999999998206169,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,50,0.001,,0.9893512662791147,0.005158577390065026,22.374088048934937,True,True,0.9999932537933809,0.9999999285113473,True,0.9917386526945612,0.9999999971465677,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,50,0.001,,0.992837230451293,0.0034698680625036837,32.22668385505676,True,True,0.9999999984507018,0.999999999842564,True,1.0,0.9999999997870499,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,50,0.01,,0.9875480425024042,0.00602464472939674,23.41024899482727,True,True,0.9996429556934265,0.9999999112002728,True,0.9917386526945612,0.9999998415890571,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,50,0.01,,0.9971364572291348,0.0013854711490322675,35.83583092689514,True,True,0.9999999953379294,0.9999999998223674,True,1.0,0.9999999999745328,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,50,0.05,,0.7017561771478266,0.14425069424765394,21.203720092773438,False,True,0.9999999906915789,0.9999999941741522,True,0.9917386526945612,0.9999999947922481,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,50,0.05,,0.5347171949693892,0.22504193718180915,34.13428592681885,False,True,0.9999999984969622,0.9999999998987906,True,1.0,0.9999999999044107,True,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,50,0.1,,0.7889211637825806,0.10326117803063667,22.379684925079346,False,True,0.999999995463836,0.9999999972067501,True,0.9917386526945612,0.9999999534397832,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,50,0.1,,0.8574527356636096,0.06973507483838161,33.781622886657715,False,True,0.9999998915044266,0.9999999997017868,True,0.9969823039765093,0.9999999998535941,True,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,50,0.2,,0.7886109434790847,0.10980300192894701,23.10867404937744,False,True,0.9999999272347286,0.9999999272838512,True,0.9917386526945612,0.9999997921385286,False,False,True,x1*sqrt_pos(3 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,50,0.2,,0.8183256237189496,0.09436813909642802,34.556676149368286,False,True,0.9999991338230284,0.9999999997017702,True,1.0,0.9999999999049319,False,False,False,x1*sqrt_pos(3 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,80,0.0,,-3.832802660640179,2.313788136144996,22.822450876235962,False,True,0.9999993052688316,0.999999367489475,True,0.9916525005560898,0.9999999812736623,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,80,0.0,,-118.26556523262558,57.10045893935211,27.340123176574707,False,True,0.9999993521857682,0.999999993103972,True,1.0,0.999999999642582,True,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,80,0.001,,0.9978330017049512,0.0010374642964689905,22.052350759506226,True,True,0.9999872815551591,0.999987281555685,True,0.9916525005560898,0.9999999143868276,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,80,0.001,,-80.83120141711973,39.17721116873791,26.750895023345947,False,True,0.9999993521857682,0.999999993103972,True,1.0,0.999999999642582,True,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,80,0.01,,0.9989907205300832,0.0004831961836773346,22.683050870895386,True,True,0.9999994567964663,0.9999994901161348,True,0.9916525005560898,0.9999966808628138,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,80,0.01,,0.682743918265065,0.1518874925251217,30.47811198234558,False,True,0.999999650499524,0.9999999583018824,True,1.0,0.9999999993809824,True,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,80,0.05,,-0.023857550159159135,0.49229901648826424,22.657850742340088,False,True,0.9999984305668099,0.9999984325820827,True,0.9916525005560898,0.999995872301246,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,80,0.05,,0.993846880421529,0.0029585900073160303,33.82091307640076,True,True,0.9999999999251302,0.9999999997997283,True,1.0,0.9999999989573661,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,80,0.1,,-46.125901664718235,23.007361666525288,23.894699096679688,False,True,0.9999976131191777,0.9999976184370526,True,0.9916525005560898,0.9999956779087439,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,80,0.1,,0.9779194956836396,0.010779934826501409,33.67307806015015,True,True,0.9999998199167923,0.9999999966813067,True,1.0,0.99999999942172,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,80,0.2,,-35.51867817832285,18.951152369736565,25.622931003570557,False,True,0.9999997470236296,0.9999997480591444,True,0.9916525005560898,0.9999958848315919,False,False,True,x1*sqrt_pos(3 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,80,0.2,,-90030.7449602903,46721.442340388734,36.4734787940979,False,True,0.9999990746391939,0.999999983372989,True,1.0,0.9999999997841702,False,False,False,x1*sqrt_pos(3 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,160,0.0,,0.9994428948496963,0.00029354374326359965,23.531293869018555,True,True,0.9999997630217222,0.9999997630217443,True,0.9890820039795416,0.9999999437264407,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,160,0.0,,-86358.88479561139,45503.80450960923,29.11631989479065,False,True,0.9998886756081746,0.999993848691406,True,0.9999999999999998,0.999999999967118,True,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,160,0.001,,0.9994371665308037,0.0002965719243422073,23.78055191040039,True,True,0.9999997630217222,0.9999997630217443,True,0.9890820039795416,0.9999999437264407,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,160,0.001,,-73266.79189594166,38606.74821970122,29.661917209625244,False,True,0.9999105654683139,0.999992865530641,True,0.9999999999999998,0.9999999999737514,True,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,160,0.01,,0.9992222706635052,0.00040998873009281375,23.50304102897644,True,True,0.9999999644909359,0.9999999644910808,True,0.9890820039795416,0.9999999620611499,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,160,0.01,,-510928.62882583623,269342.276110102,28.750157117843628,False,True,0.9999571705455952,0.9999903489096893,True,0.9999999999999998,0.9999999999749584,True,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,160,0.05,,-1477.426115522796,783.3782428031622,23.239824771881104,False,True,0.9999927340248446,0.9999949420219127,True,0.9890820039795416,0.9999936589776752,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,160,0.05,,-1172.3743448986595,621.7395125842867,28.59624195098877,False,True,0.9999930513449754,0.9999965309579636,True,0.9999999999999998,0.999999999964832,True,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,160,0.1,,-3166.8856109412086,1701.456819269743,23.050365924835205,False,True,0.9999962319664905,0.9999970177405219,True,0.9890820039795416,0.9999992286707757,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,160,0.1,,-227769.8598278293,122334.68321788628,29.649794816970825,False,True,0.9999875352751273,0.9999970038443694,True,0.9999999999999998,0.9999999997754139,True,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,160,0.2,,-269.98130436063286,152.91873880715008,23.985867977142334,False,True,0.9999754721363457,0.9999981476066097,True,0.9890820039795416,0.9999994914603257,False,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,160,0.2,,-1641.0751183341524,926.6471600862945,35.908475160598755,False,True,0.9999746263353979,0.9999981182160882,True,0.9999999999999998,0.9999999999993575,False,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,320,0.0,,0.9999010892948115,5.0322229874620726e-05,23.477389812469482,True,True,0.9999990817195821,0.9999990860985948,True,0.988102722877894,0.9999986145810328,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,320,0.0,,0.9996659893877082,0.00016993265572498622,31.09951090812683,True,True,0.9999839062922624,0.9999936891681618,True,0.9999999999999998,0.9999999999989838,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,320,0.001,,0.999866891633547,6.772938273425397e-05,24.112443923950195,True,True,0.9999994778703201,0.9999994810561299,True,0.988102722877894,0.9999987700971359,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,320,0.001,,0.9996937793545119,0.0001558139120182599,31.87001395225525,True,True,0.9999949079100695,0.9999998391035043,True,0.9999999999999998,0.9999999999989637,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,320,0.01,,0.9996858494724037,0.0001600572595244327,23.0438289642334,True,True,0.9999990790118332,0.9999990834931031,True,0.988102722877894,0.9999985908356746,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,320,0.01,,0.9995127376818366,0.00024825637541178106,32.31153416633606,True,True,0.9999923707848427,0.9999954348664086,True,0.9999999999999998,0.9999999999907025,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,320,0.05,,0.9954043566427444,0.00236314993897187,23.589982986450195,True,True,0.9999958992595377,0.9999959014075595,True,0.988102722877894,0.9999986302158226,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,320,0.05,,0.9949287664280081,0.0026077056843944115,32.40478491783142,True,True,0.99998911173685,0.9999993585548639,True,0.9999999999999998,0.9999999998936212,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,320,0.1,,0.9792584343775431,0.010872597947894058,23.337197065353394,True,True,0.9999933784196001,0.9999934139115446,True,0.988102722877894,0.9999889898642511,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,320,0.1,,0.9769754300657665,0.01206933441644593,31.83743906021118,True,True,0.9999812923649977,0.9999985404754568,True,0.9999999999999998,0.9999999999995295,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,320,0.2,,-39189.98334706286,21858.098017987795,23.825419902801514,False,True,0.999453956795431,0.9998926330020735,True,0.988102722877894,0.9998987513362609,False,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,320,0.2,,0.9294566273895092,0.03934435478141949,33.06234431266785,False,True,0.9999999365820061,0.9999999366703172,True,0.9999999999999998,0.9999999999998599,False,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,640,0.0,,0.9999320210454957,3.062620814641148e-05,25.453846216201782,True,True,0.9999996391911189,0.9999996391911194,True,0.9880073185002068,0.9999988578972309,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,640,0.0,,0.9997524296680822,0.00011153658616077223,32.68262195587158,True,True,0.999831297275621,0.9999955627933115,True,1.0,0.999999999999051,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,640,0.001,,0.9999250896183204,3.3747217673696566e-05,26.75300884246826,True,True,0.9999989844780081,0.9999989884359074,True,0.9880073185002068,0.9999984961542846,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,640,0.001,,0.9997498341704089,0.00011270000921689683,33.262688875198364,True,True,0.9998411795932953,0.9999955605172913,True,1.0,0.9999999999990581,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,640,0.01,,0.999689439987447,0.00013986977159449396,24.89210319519043,True,True,0.9999999570516336,0.9999999570516338,True,0.9880073185002068,0.9999997071531243,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,640,0.01,,0.9994687773513714,0.00023925163422900062,31.225407123565674,True,True,0.9999833930576633,0.9999997319119331,True,1.0,0.999999999999057,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,640,0.05,,0.9941520872548071,0.0026421616195062237,23.92957901954651,True,True,0.9999990873582952,0.9999990873582952,True,0.9880073185002068,0.9999986977229577,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,640,0.05,,0.9932776742429262,0.003037232579052856,29.862058877944946,True,True,0.9996878714308763,0.9999997221780934,True,1.0,0.9999999999987131,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,640,0.1,,0.9768659810172728,0.010598642706997913,23.40142822265625,True,True,0.999999598611691,0.9999995986123176,True,0.9880073185002068,0.9999996105383988,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,640,0.1,,0.9575268030202572,0.019458713150894525,29.1263370513916,True,True,0.9999518485485864,0.9999997792615964,True,1.0,0.9999999999994023,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,2025,640,0.2,,0.9136255131404216,0.041970958008658625,22.77737069129944,False,True,0.9999998828193094,0.9999998848923987,True,0.9880073185002068,0.9999988777004747,False,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,2025,640,0.2,,0.9134146777488563,0.04207340681834605,31.752164125442505,False,True,0.9996366643356381,0.999998929285975,True,1.0,0.999999999999982,False,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,50,0.0,,0.9987196869412948,0.0006644633697020489,21.156224012374878,True,True,0.9999999603381651,0.9999999603192865,True,0.9900030037103784,0.9999999936263089,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,50,0.0,,0.9968559353882743,0.0016317226105472971,27.88088893890381,True,True,0.9999999998324512,0.9999999998780249,True,1.0,0.9999999999346683,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,50,0.001,,0.998622529374333,0.0007151341756101642,21.25147008895874,True,True,0.999999727937756,0.9999997279379464,True,0.9900030037103784,0.9999999024961244,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,50,0.001,,0.9955453731242158,0.002312685192050777,27.48363208770752,True,True,0.9999999997608884,0.9999999998229852,True,0.9944235987598337,0.9999999999333916,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,50,0.01,,0.9843307878512594,0.008161442268394242,20.761794090270996,True,True,0.999999968499933,0.9999999685017424,True,0.9900030037103784,0.9999999902320726,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,50,0.01,,0.9803609529881328,0.010229164483328343,27.839988946914673,True,True,0.9999999997515295,0.9999999999401112,True,0.9944235987598337,0.9999999997752965,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,50,0.05,,-16.656763238228333,9.359124795731164,22.14403009414673,False,True,0.9999994239517556,0.9999999390375336,True,0.9900030037103784,0.9999997496579938,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,50,0.05,,0.9365531882436923,0.03363054831209986,31.118084192276,False,True,0.9999999991762449,0.9999999999708294,True,1.0,0.9999999999640296,True,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,50,0.1,,0.9281519918419431,0.039185875682696304,22.797866821289062,False,True,0.9999997427077559,0.9999999972773835,True,0.9900030037103784,0.9999999940477199,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,50,0.1,,0.9261145211733548,0.04029711139226258,29.20217800140381,False,True,0.9999999973151678,0.9999999998906,True,1.0,0.9999999999639738,True,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,50,0.2,,-8.38573368521472,5.527085470543861,22.790634870529175,False,True,0.9999999889824621,0.9999999931159674,True,0.9900030037103784,0.9999999899340893,False,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,50,0.2,,0.648625233426317,0.20691811979541744,31.15130090713501,False,True,0.9999999982563985,0.9999999998827261,True,1.0,0.9999999999778278,False,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,80,0.0,,0.9995170851917552,0.00023191484352725255,22.776082038879395,True,True,0.9999996049973583,0.9999996771140257,True,0.9887945227649052,0.999999054432108,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,80,0.0,,0.9998615552162798,6.648667592181449e-05,34.36216330528259,True,True,0.9999999993294015,0.9999999994623566,True,1.0,0.9999999997114224,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,80,0.001,,0.9994931598746921,0.00024330277070428098,22.6948401927948,True,True,0.9999995261298814,0.9999996145845509,True,0.9887945227649052,0.9999989713357343,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,80,0.001,,0.999777911348546,0.0001066111018892415,29.50667119026184,True,True,0.999999999721583,0.9999999983725961,True,1.0,0.9999999997004372,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,80,0.01,,0.9969353930331817,0.0014659002762001396,22.982183933258057,True,True,0.9999905809714716,0.9999926357543424,True,0.9887945227649052,0.9999687536746594,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,80,0.01,,0.9960782254388957,0.0018759111607339432,32.40554761886597,True,True,0.9999999995842009,0.9999999997830467,True,1.0,0.9999999999781453,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,80,0.05,,0.9822420676811641,0.008399832843917519,22.61307168006897,True,True,0.9999975108015499,0.9999976983213669,True,0.9887945227649052,0.9999944147354699,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,80,0.05,,0.6205065674904631,0.17950746411300483,30.35902214050293,False,True,0.9999992811346364,0.9999999947539302,True,1.0,0.9999999996973363,True,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,80,0.1,,0.9430312508570332,0.026865775312149526,24.29899001121521,False,True,0.9999998580056227,0.9999998580682119,True,0.9887945227649052,0.9999999204236458,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,80,0.1,,0.9381199708941999,0.0291818757349518,35.510668992996216,False,True,0.999999368608497,0.9999999991321892,True,1.0,0.9999999994480576,True,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,80,0.2,,0.8401152918467834,0.07771957235399421,25.23702597618103,False,True,0.9999999920500179,0.9999999921151255,True,0.9887945227649052,0.9999999899208126,False,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,80,0.2,,0.8461546030070487,0.07478387771433717,36.33785080909729,False,True,0.9999969383210502,0.999999998308628,True,1.0,0.9999999995904465,False,False,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,160,0.0,,0.9999223818396454,4.863745988858345e-05,22.18812084197998,True,True,0.9999998298428846,0.9999998298429329,True,0.9896970482565521,0.999999059457791,True,False,True,x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,160,0.0,,0.9992348632637945,0.0004794536117125877,29.718305110931396,True,True,0.999997317255957,0.9999993443675806,True,1.0,0.9999999999168664,True,True,False,x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,160,0.001,,0.9998990241477287,6.32734541741178e-05,21.44807195663452,True,True,0.9999925291588441,0.9999925291589121,True,0.9896970482565521,0.9999990447766488,True,False,True,x1*sqrt_pos(2 + x0),
