method,label,primitive_regime,include_sqrt,seed,n,noise,k_folds,R2_oof,MSE_oof,elapsed_sec,prediction_pass,terminal_span_pass,terminal_span_score,radical_in_discovery,radical_discovered_corr,radical_product_in_discovery,radical_product_discovered_corr,oracle_posthoc_radical_product_pass,vieta_gate_pass,strict_A0_not_eligible,unstable_prediction_detected,unstable_prediction_fail,coordinate_recovery_fail,n_coordinates_pruned,best_discovered_expression,best_oracle_posthoc_abstraction,error
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,50,0.001,,0.9950584254572011,0.002565491249709669,35.01522159576416,True,True,0.9999999927586462,True,1.0,True,0.9895214966699648,True,True,False,False,False,False,0,(sqrt_pos(x0)*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,50,0.01,,0.9843692555708945,0.008141406029812606,26.34050703048706,True,True,0.9999999064596,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,50,0.01,,0.9802991987992759,0.010261329677238733,32.613492012023926,True,True,0.9999999980528748,True,0.9944235987598337,True,0.9895214966699648,True,True,False,False,False,False,0,(sqrt_pos(x0)*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,50,0.05,,-4.573361020741723,2.954209705426128,28.703927993774414,False,True,0.9999999295806087,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,50,0.05,,0.9370351033454012,0.03337510491531266,37.24604511260986,False,True,0.9999999983816402,True,0.9944235987598337,True,0.9895214966699648,True,False,False,False,False,False,0,(sqrt_pos(x0)*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,50,0.1,,0.9220185076323433,0.04253107558316435,26.743283987045288,False,True,0.9999999935144602,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)/(x0--2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,50,0.1,,0.916802784331122,0.04537572904143954,36.80121994018555,False,True,0.9999999931438293,True,1.0,True,0.9895214966699648,True,False,False,False,False,False,0,(sqrt_pos(x0)*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,50,0.2,,-2.904943529943336,2.299549227743756,28.28438663482666,False,True,0.9999999406683551,False,0.0,False,0.0,False,False,True,False,False,,0,((-2/x0)/(x0*x1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,50,0.2,,0.6648426044893504,0.19736800906575636,43.75139498710632,False,True,0.9999999702725088,True,0.9944235987598337,False,0.91980029210359,False,False,False,False,False,True,0,(sqrt_pos((x0+-2))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,80,0.0,,0.9995191925435034,0.00023090280963924517,27.750098943710327,True,True,0.9999996442543272,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,80,0.0,,0.9985184899252405,0.0007114798952234647,38.40739107131958,True,True,0.9999999979206559,True,1.0,True,0.9857095348726305,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,80,0.001,,0.9994285635599852,0.0002743114883663512,27.936262130737305,True,True,0.999999078588856,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,80,0.001,,0.9984006732299675,0.0007677384148977449,36.78393864631653,True,True,0.9999999983294638,True,1.0,True,0.9857095348726305,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,80,0.01,,0.9969593112279692,0.0014544594328146968,28.018441200256348,True,True,0.9999905804311826,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,80,0.01,,0.9992544195789974,0.00035663514340040337,36.18125295639038,True,True,0.9999999979871517,True,1.0,True,0.9857095348726305,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,80,0.05,,0.9821601167314965,0.008438597169980305,27.784596920013428,True,True,0.999998764830615,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,80,0.05,,0.8276464230447385,0.08152645310737258,37.65791296958923,False,True,0.999999947909108,True,1.0,True,0.9857095348726305,True,False,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,80,0.1,,0.9421903917285748,0.027262314340198768,32.08815288543701,False,True,0.9999999695651155,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,80,0.1,,0.9527846080748853,0.02226620962928082,45.02078628540039,True,True,0.9999999943502331,True,1.0,True,0.9821523509962671,True,True,False,False,False,False,0,(sqrt_pos(x0)*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,80,0.2,,0.8401652060321166,0.07769530918847128,30.626803874969482,False,True,0.9999999781694517,False,0.0,False,0.0,False,False,True,False,False,,0,((-2/x0)/(x1+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,80,0.2,,0.8159584842538714,0.08946213846456731,44.67025184631348,False,True,0.999998874016372,True,1.0,False,0.9426148679196408,False,False,False,True,False,True,2,(sqrt_pos((x0+-0.5))*sqrt_pos((x1+-1))),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,160,0.0,,0.9999219228015963,4.892510448876724e-05,26.128584146499634,True,True,0.9999998313322002,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,160,0.0,,0.9989805596644288,0.0006388065396508154,36.745712995529175,True,True,0.9999994636202386,True,1.0,True,0.9868656201082391,True,True,False,False,False,False,0,(sqrt_pos(x0)*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,160,0.001,,0.9999176558202867,5.159848185878594e-05,26.220566987991333,True,True,0.9999998313322002,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,160,0.001,,0.9993252541433724,0.0004228090189702183,37.110909938812256,True,True,0.9999994626184046,True,1.0,True,0.9868656201082391,True,True,False,False,False,False,0,(sqrt_pos(x0)*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,160,0.01,,0.9997644974323995,0.00014757824164430235,27.849024057388306,True,True,0.9999998311770644,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,160,0.01,,0.9994175858619849,0.0003649711987126246,36.019437074661255,True,True,0.9999997846799561,True,0.9947295860586939,True,0.9868656201082391,True,True,False,False,False,False,0,(sqrt_pos(x0)*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,160,0.05,,0.9940682934884987,0.0037281171180241503,27.40952491760254,True,True,0.9999998373767803,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,160,0.05,,0.995383474322363,0.0029015171892313478,35.842586040496826,True,True,0.9999952772306099,True,1.0,True,0.9868656201082391,True,True,False,False,False,False,0,(sqrt_pos(x0)*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,160,0.1,,0.9817424594610014,0.011588939590546412,29.71647882461548,True,True,0.9999971866844499,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,160,0.1,,0.9818813141689918,0.011500801825258285,37.66072487831116,True,True,0.9999999863753068,True,1.0,True,0.9868656201082391,True,True,False,False,False,False,0,(sqrt_pos(x0)*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,160,0.2,,0.9307272821856591,0.04574144038563533,29.32273507118225,False,True,0.9999999915345645,False,0.0,False,0.0,False,False,True,False,False,,0,((x1+-1)*(x0-x1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,160,0.2,,0.9320086503264919,0.04489534070490615,37.36286997795105,False,True,0.9999999963562459,True,1.0,True,0.9868656201082391,False,False,False,True,False,False,3,(sqrt_pos(x0)*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,320,0.0,,0.9998129273054821,8.673396061264964e-05,27.874990940093994,True,True,0.9999709512574604,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,320,0.0,,0.9998155772942136,8.55053258359736e-05,48.16245889663696,True,True,0.9999970767141352,True,0.9951746267018877,True,0.9843099799061953,True,True,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,320,0.001,,0.9999136470247638,4.004809052770494e-05,28.377675771713257,True,True,0.9999709512575894,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,320,0.001,,0.9998114468934146,8.744564806428987e-05,46.68374800682068,True,True,0.9999970767159642,True,0.9951746267018877,True,0.9843099799061953,True,True,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,320,0.01,,0.9997261723935922,0.0001273474400672889,29.037829160690308,True,True,0.9999709512575243,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,320,0.01,,0.9995701123454263,0.0001999253948302006,48.82239580154419,True,True,0.9999965067175275,True,0.9951746267018877,True,0.9867241891555157,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,320,0.05,,0.9945069413245554,0.0025962341132924334,28.504691123962402,True,True,0.999992308524476,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,320,0.05,,0.9946981321077514,0.002505869880392556,53.32866621017456,True,True,0.9999983612840563,True,1.0,True,0.9867241891555157,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,320,0.1,,0.9799643774806892,0.009743560666883472,29.621166706085205,True,True,0.999970232039393,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,320,0.1,,0.9773213705467236,0.011028886260299204,45.19691491127014,True,True,0.9999985856930149,True,1.0,True,0.9867241891555157,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,320,0.2,,0.9267340082391552,0.03866039756655487,31.37623691558838,False,True,0.9999735286022629,False,0.0,False,0.0,False,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,320,0.2,,0.9138114107374129,0.04547928781840183,44.18129014968872,False,True,0.9999997873673149,True,1.0,True,0.9867241891555157,False,False,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,640,0.0,,0.9998521832866882,7.189255235482657e-05,31.690953016281128,True,True,0.9999989632471672,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,640,0.0,,0.9997499483948296,0.00012161580184920283,42.08082985877991,True,True,0.9999997175518106,True,0.994756436947881,True,0.9824753138362382,True,True,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,640,0.001,,0.9998497066916457,7.309448785401694e-05,32.25525975227356,True,True,0.9999989632471672,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,640,0.001,,0.9997505686669383,0.00012130982905716671,41.20434808731079,True,True,0.9999997175518109,True,0.994756436947881,True,0.9824753138362382,True,True,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,640,0.01,,0.9997369469988437,0.0001279160962995122,31.053130865097046,True,True,0.9999976386369935,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,640,0.01,,0.9995663129462962,0.00021089116901001486,40.62871813774109,True,True,0.9999987222570027,True,0.994756436947881,True,0.9824753138362382,True,True,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,640,0.05,,0.9949195137130074,0.0024782567109703996,30.30437707901001,True,True,0.9999928273858307,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,640,0.05,,0.994719859219846,0.0025756479958990697,38.81258678436279,True,True,0.999999111541491,True,1.0,True,0.9824753138362382,True,True,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,640,0.1,,0.9801855373592352,0.009786836864551719,30.87277317047119,True,True,0.9999991282137758,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,640,0.1,,0.9728155577109024,0.013427046029997693,38.600719928741455,True,True,0.99999952279292,True,1.0,True,0.9824753138362382,True,True,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,9001,640,0.2,,0.9249964011605534,0.039019795949332026,30.405225038528442,False,True,0.9999972773715787,False,0.0,False,0.0,False,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,9001,640,0.2,,0.9241106453134597,0.0394806006700296,43.81157112121582,False,True,0.9999985704315797,True,1.0,True,0.9824753138362382,False,False,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
