method,label,primitive_regime,include_sqrt,seed,n,noise,k_folds,R2_oof,MSE_oof,elapsed_sec,prediction_pass,terminal_span_pass,terminal_span_score,radical_in_discovery,radical_discovered_corr,radical_product_in_discovery,radical_product_discovered_corr,oracle_posthoc_radical_product_pass,vieta_gate_pass,strict_A0_not_eligible,unstable_prediction_detected,unstable_prediction_fail,coordinate_recovery_fail,n_coordinates_pruned,best_discovered_expression,best_oracle_posthoc_abstraction,error
FASE,FASE_strict_A0,strict A0,False,42,50,0.0,,0.7993330515560018,0.08547943484321531,29.180932998657227,False,True,0.9999996700032757,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,50,0.0,,0.9937713966948406,0.0026532395818845787,45.65817189216614,True,True,0.9999999811315128,True,1.0,True,0.9863689844651714,True,True,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,50,0.001,,0.8363210880211083,0.06972962079505712,29.551969051361084,False,True,0.9999998570941941,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,50,0.001,,0.6049899770525782,0.1682800721080224,48.455353021621704,False,True,0.9999999757793125,True,1.0,True,0.9863689844651714,True,False,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,50,0.01,,0.9804952940582061,0.00831768793762781,30.161000967025757,True,True,0.9999996306073309,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,50,0.01,,0.9976062805403391,0.0010207901382929172,48.51101994514465,True,True,0.9999999977893376,True,1.0,True,0.9863689844651714,True,True,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,50,0.05,,0.9781359806101368,0.009407616630601716,29.98643708229065,True,True,0.9999907389275233,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,50,0.05,,0.9763068007668536,0.010194673319821976,45.419750928878784,True,True,0.9999999988552436,True,1.0,True,0.9863689844651714,True,True,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,50,0.1,,0.3784940116627147,0.2731382894472248,30.50551986694336,False,True,0.9999999608760357,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,50,0.1,,-15.595766548403777,7.293476446177858,48.322195291519165,False,True,0.9999999924507345,True,1.0,True,0.9863689844651714,True,False,False,True,False,False,1,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,50,0.2,,-2.197871610382171,1.5112215154018507,32.05005431175232,False,True,0.9999999486450505,False,0.0,False,0.0,False,False,True,False,False,,0,((x0*x0)*(x1+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,50,0.2,,0.850792101329283,0.07051133197687678,46.964383125305176,False,True,0.9999998318313644,True,0.9894387376251553,True,0.9521415592200384,False,False,False,True,False,False,8,(sqrt_pos(x0)*(x1*x1)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,80,0.0,,0.9979185748984927,0.0009230619859009071,31.87348484992981,True,True,0.9999995637108222,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,80,0.0,,0.9954001434894234,0.0020399257616510657,43.97028303146362,True,True,0.999999970837784,True,0.9942956892500363,True,0.982396665166106,True,True,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,80,0.001,,0.9979171261289845,0.000923535457509523,31.185261011123657,True,True,0.9999990922578503,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,80,0.001,,0.9986619374986428,0.0005932899641996509,46.81653189659119,True,True,0.9999999876222787,True,1.0,True,0.982396665166106,True,True,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,80,0.01,,0.9920806467642584,0.0035062949820596537,33.081445932388306,True,True,0.9999999932673163,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,80,0.01,,0.9966806100071625,0.0014696604797039832,45.7144341468811,True,True,0.9999999910987242,True,0.9942956892500363,True,0.982396665166106,True,True,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,80,0.05,,0.8566009128722498,0.06334676267461489,32.277743101119995,False,True,0.9999904909918287,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,80,0.05,,0.9873857140154099,0.005572379828775891,51.21660113334656,True,True,0.9999999760616909,True,1.0,True,0.9876032063528557,True,True,False,False,False,False,0,(x1*sqrt_pos((x0+1))),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,80,0.1,,-0.9784016629123009,0.879969845972207,32.58185791969299,False,True,0.9999392729982516,False,0.0,False,0.0,True,False,True,False,False,,0,((x0*x1)-(-2/x1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,80,0.1,,0.9574818859114105,0.01891155825783559,50.27785658836365,True,True,0.9999998991849033,True,1.0,True,0.9876032063528557,True,True,False,False,False,False,0,(x1*sqrt_pos((x0+1))),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,80,0.2,,0.8366002747322668,0.07600463363148732,32.88968896865845,False,True,0.9999949731642741,False,0.0,False,0.0,False,False,True,False,False,,0,((x1*x1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,80,0.2,,0.8655890417507155,0.06252064145796547,48.36699295043945,False,True,0.9999999792335402,True,1.0,False,0.9308698199578735,False,False,False,False,False,True,0,(sqrt_pos((x1+-0.5))*(x0*x1)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,160,0.0,,0.999946427045562,2.783682917640919e-05,32.797731161117554,True,True,0.9999985622875861,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,160,0.0,,0.9996582239269128,0.00017758890214159142,47.92831206321716,True,True,0.9999995981489075,True,1.0,True,0.9877732462766892,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,160,0.001,,0.9999421153601091,3.0078707757235386e-05,31.946750164031982,True,True,0.9999991614536353,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,160,0.001,,0.9997275409115459,0.00014157844486650716,49.379209995269775,True,True,0.9999996462034116,True,1.0,True,0.9877732462766892,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,160,0.01,,0.9997446372144022,0.00013277759519701013,32.56043195724487,True,True,0.9999973794414171,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,160,0.01,,0.9994031210499755,0.00031035121825782614,49.94504714012146,True,True,0.9999996114083174,True,1.0,True,0.9877732462766892,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,160,0.05,,0.9943229981455624,0.002971291185295812,32.07626914978027,True,True,0.9999960652612696,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,160,0.05,,0.9934435976900328,0.0034315613928557393,50.1312940120697,True,True,0.9999997368169994,True,1.0,True,0.9852318080322235,True,True,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,160,0.1,,0.976641416105943,0.012432706066750131,31.317177057266235,True,True,0.9999836215994575,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,160,0.1,,0.9758628699555346,0.012847090581296409,41.93619203567505,True,True,0.9999999589533398,True,1.0,True,0.9852318080322235,True,True,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,160,0.2,,0.919687136987099,0.04539414412423342,28.892754793167114,False,True,0.9999795779874899,False,0.0,False,0.0,False,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,160,0.2,,0.9044165331217967,0.054025339261857395,49.032209157943726,False,True,0.999999849209889,True,1.0,True,0.9852318080322235,False,False,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,320,0.0,,0.999754603183421,0.00012223901563599018,30.901555061340332,True,True,0.9999995070198755,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,320,0.0,,0.9996583792207182,0.000170170861881407,37.54180192947388,True,True,0.9999935031418105,True,0.9937273238918573,True,0.986855356251443,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,320,0.001,,0.9997480247201098,0.00012554229400239646,30.93417501449585,True,True,0.9999995070198758,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,320,0.001,,0.9996516938246504,0.00017353748465985327,38.346867084503174,True,True,0.9999935031418105,True,0.9937273238918573,True,0.986855356251443,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,320,0.01,,0.9996990725868831,0.00015024301509165846,31.3580539226532,True,True,0.9999997742332443,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,320,0.01,,0.9993507183044343,0.0003241646833540988,38.29776310920715,True,True,0.9999950402883051,True,0.9937273238918573,True,0.986855356251443,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,320,0.05,,0.9942849052154643,0.002891129228184199,31.034276247024536,True,True,0.9999851305791614,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,320,0.05,,0.9938305864631506,0.00312095817647748,37.61463117599487,True,True,0.9999987275333009,True,0.9937273238918573,True,0.986855356251443,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,320,0.1,,0.9775560023666063,0.011643064613252456,32.23613095283508,True,True,0.9999810077271941,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,320,0.1,,0.9777551572201505,0.011539750895895465,37.868977785110474,True,True,0.9999999943785236,True,0.9999999999999998,True,0.9821658060587484,True,True,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,320,0.2,,0.9175958839682777,0.046141389570409336,29.769148111343384,False,True,0.9999457209409435,False,0.0,False,0.0,False,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,320,0.2,,0.9214298303363226,0.043994608299290326,44.494492053985596,False,True,0.9999958938394412,True,0.9999999999999998,True,0.9821658060587484,False,False,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,640,0.0,,0.9999411002556868,2.93958928293702e-05,30.188146829605103,True,True,0.9999790469200384,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,640,0.0,,0.9997440294564698,0.00012775068470723534,43.457515716552734,True,True,0.9999815614217613,True,0.9939205328086156,True,0.9859564660563915,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,640,0.001,,0.999938620218642,3.063003465540524e-05,29.872416019439697,True,True,0.9999790469200378,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,640,0.001,,0.9997376222537936,0.00013093300890455213,43.85124492645264,True,True,0.9999815614217614,True,0.9939205328086156,True,0.9859564660563915,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,640,0.01,,0.9996111769119954,0.00019386392329506582,30.779922008514404,True,True,0.9999832908469177,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,640,0.01,,0.9994601892482962,0.0002691451032376521,41.9826180934906,True,True,0.9999940242727181,True,0.9939205328086156,True,0.9859564660563915,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,640,0.05,,0.9945403011724108,0.0027229659188945203,31.60808300971985,True,True,0.9999960188226512,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,640,0.05,,0.9941771613732727,0.0029040779780158794,39.436033964157104,True,True,0.9999999142956769,True,0.9999999999999998,True,0.9859564660563915,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,640,0.1,,0.9773725708419512,0.011397060443078985,31.544627904891968,True,True,0.9999926400315348,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,640,0.1,,0.977670456259087,0.011247020503477551,41.99874997138977,True,True,0.9999968491786851,True,0.9999999999999998,True,0.9859564660563915,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,42,640,0.2,,0.9149693016679414,0.04501842142656245,30.32103395462036,False,True,0.9999739262485261,False,0.0,False,0.0,False,False,True,False,False,,0,((x1+-0.5)/(x0--2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,42,640,0.2,,0.9158079135809668,0.044574429018473735,43.41473889350891,False,True,0.999997568869855,True,0.9999999999999998,True,0.9859564660563915,False,False,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,50,0.0,,0.9997769067544265,0.00011644778179541559,28.425874948501587,True,True,0.9999998384622668,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,50,0.0,,0.7995124820883676,0.10464829035260376,35.14614486694336,False,True,0.9999998656691617,True,1.0,True,0.980723559814946,True,False,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,50,0.001,,0.999698762421977,0.0001573018591118042,27.96174693107605,True,True,0.9999986780283184,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,50,0.001,,0.7933549131890457,0.10790704315515169,34.71388483047485,False,True,0.9999998900493978,True,1.0,True,0.980723559814946,True,False,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,50,0.01,,0.999476875096827,0.00027421986579471226,26.7746000289917,True,True,0.9999960900183942,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,50,0.01,,0.6047160098377735,0.2072061988936567,40.0376501083374,False,True,0.999999984781885,True,0.9953687654175543,True,0.980723559814946,True,False,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,50,0.05,,0.8154628971560869,0.09863934099695289,26.70343780517578,False,True,0.9999997410879985,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,50,0.05,,0.992759813082419,0.003870047027068629,45.03691220283508,True,True,0.9999999542969097,True,0.9953687654175543,True,0.980723559814946,True,True,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,50,0.1,,0.9794842505595249,0.01129655815634346,28.510077953338623,True,True,0.999999745137162,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0-x1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,50,0.1,,0.9495061597961856,0.027803351959161605,44.786120891571045,False,True,0.9999999687005692,True,1.0,True,0.968880161626263,True,False,False,True,False,False,8,(sqrt_pos((x1+-0.5))*(x0+x1)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,50,0.2,,0.9275301024835211,0.04301046306387657,26.747884035110474,False,True,0.9999966829560463,False,0.0,False,0.0,True,False,True,False,False,,0,((x0+-2)/x1),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,50,0.2,,0.8402669540956975,0.09480063455844259,44.984535217285156,False,True,0.9999999322010206,True,0.9930703570095388,True,0.968880161626263,True,False,False,True,False,False,9,(sqrt_pos((x1+-0.5))*(x0+x1)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,80,0.0,,0.9973245679849818,0.001347788782021644,27.63431406021118,True,True,0.9999996729232576,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,80,0.0,,0.9920322480800355,0.004013873869856719,40.783827781677246,True,True,0.9999998030286857,True,0.9955090272405831,True,0.983968959189551,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,80,0.001,,0.9989980988031447,0.0005048981858224112,25.766259908676147,True,True,0.9999998705528098,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,80,0.001,,0.9927789585121719,0.0036389723441757143,40.57736015319824,True,True,0.9999998056491015,True,0.9955090272405831,True,0.983968959189551,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,80,0.01,,-1.9868802584257037,1.5101819160552168,26.754801034927368,False,True,0.9999995475742932,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,80,0.01,,0.9986287887333613,0.0006932914207483192,41.74091601371765,True,True,0.9999994936651704,True,0.9955090272405831,True,0.983968959189551,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,80,0.05,,0.9631928131022779,0.018953119914827656,25.947672843933105,True,True,0.9999655035166788,False,0.0,False,0.0,True,False,True,False,False,,0,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,80,0.05,,0.9911035273998533,0.004581059467492035,43.07296586036682,True,True,0.9999999839452992,True,1.0,True,0.983968959189551,True,True,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,80,0.1,,0.9204785462072328,0.04222627315286795,25.71920084953308,False,True,0.999891743879884,False,0.0,False,0.0,True,False,True,False,False,,0,((x0*x0)*(x1+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,80,0.1,,0.1296930812249505,0.4621371457166273,44.82972288131714,False,True,0.9999999845996371,True,1.0,True,0.983968959189551,True,False,False,False,False,False,0,(sqrt_pos((x0+1))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,80,0.2,,0.8877750503496439,0.06485306535820419,26.967966079711914,False,True,0.9999108651371502,False,0.0,False,0.0,False,False,True,True,False,,3,((x0*x0)*(x1+-2)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,80,0.2,,0.9096236188556023,0.05222711501726211,34.4607310295105,False,True,0.9999996376741052,True,1.0,True,0.9727636805362375,False,False,False,False,False,False,0,(sqrt_pos((x0+1))*(x1*x1)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,160,0.0,,0.9988465966956989,0.0006147101621046095,27.369972944259644,True,True,0.9999991813075996,False,0.0,False,0.0,True,False,True,True,False,,2,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
FASE,FASE_A0r,A0r = A0 + sqrt_pos,True,1337,160,0.0,,0.999740588154883,0.00013825441349881476,42.4331169128418,True,True,0.9999970710187948,True,0.9940461082041946,True,0.9829679479338593,True,True,False,False,False,False,0,(sqrt_pos((x0+0.5))*(x1+-0.5)),x1*sqrt_pos(2 + x0),
FASE,FASE_strict_A0,strict A0,False,1337,160,0.001,,0.9988603450232721,0.0006074646402851467,27.339531898498535,True,True,0.9999991811491589,False,0.0,False,0.0,True,False,True,True,False,,2,((x1+-1)*(x0+-1)),x1*sqrt_pos(2 + x0),
