method,label,primitive_regime,include_sqrt,seed,n,noise,k_folds,R2_oof,MSE_oof,elapsed_sec,prediction_pass,radical_in_discovery,radical_product_pass,vieta_gate_pass,strict_A0_not_eligible,top_expressions_json,recovered_from_partial_row,recovery_note,radical_single_corr,radical_subexpr_span_corr,terminal_selected_span_corr,terminal_span_pass,terminal_subexpr_span_corr
PySR,PySR_no_sqrt,raw_X + PySR operators no sqrt,False,42,160,0.001,5,0.9999974878428096,1.3053971159417486e-06,594.972934961319,True,False,False,False,True,"[""x1*(-(x0*(x0*0.0017592406 - 0.097719006) - 1*1.0061346) - 1.1157448/(x0 - 1*(-3.7383223)))"", ""x0*x1*(-(x0*(0.0016621624 - (-1)*0.081720136/(x0 + 3.84144)) - 0.17763369) + 0.7073826/x0)"", ""x1*(x0*(x0*(-0.0018067982) + 0.09858748 + 0.06025046/(0.76396435 - (-0.20604315)*x0)) + 0.70741767)"", ""x1*(x0*(0.09635565 + x0*(-0.0016830476)) + 1.0173119 - 1.1807247/(x0 + 3.8091955))"", ""x1*(-(-0.049618624)*x0 + 1.6950586 - 8.535516/(x0 + 9.440491) - 0.22498518/(x0 + 2.6754308))""]",True,Nested folds payload was truncated; summary fields were salvaged.,,,,,
