seed,fold,n_train,n_test,elapsed_sec,ridge_R2,ridge_MSE,ridge_status,v23_baseline_R2,v23_baseline_MSE,v23_baseline_status,v23_1_refined_R2,v23_1_refined_MSE,v23_1_refined_status,v23_1_recommended_R2,v23_1_recommended_MSE,v23_1_recommended_status,v23_recommended_branch,real_promotions,pair_shuffle_promotions,target_shuffle_promotions,transformation_coverage
42,1,800,400,21.17268967628479,0.781821572696808,2.0243335587563025,,0.7793315295740268,2.0474370246603413,,0.7792066982203605,2.0485952523620217,,0.7804375564217029,2.0371749318755006,,blend_refined,5,0,0,0.9725
42,2,800,400,20.445090770721436,0.8169547201862846,1.8761365809692228,,0.7980486588737282,2.069915700904094,,0.7975354187162003,2.075176195112634,,0.8034875076313432,2.014169805009345,,blend_refined,5,0,0,0.9725
42,3,800,400,21.817415714263916,0.7758076880158149,2.0345783982009635,,0.7577362788392192,2.1985791099575116,,0.7577362788392192,2.1985791099575116,,0.7602182836113928,2.176054549462983,,blend_refined,5,0,0,0.965
